txtNo,portId,portrank,portrank2,issueddate,highPrice,loPrice,lastPrice,frekuensi,volumeTrans,valueTrans,WAPPrice,coupon,YTMValue,MDValue
"561876","ADMF06CCN1","idAAA","AAA","2024-12-03","99.40000","99.40000","99.40000","1","0.12","0.11928000000000001","99.4000","6.25000","6.43739346609146","3.1639454364499593"
"561877","PBS030","-","-","2024-12-03","98.40000","96.00000","97.08000","23","1081.1","1049.53188","97.0800","5.87500","6.796405003837293","3.1257508552636115"
"561878","FR0095","-","-","2024-12-03","100.00000","98.60000","99.68000","26","17.55","17.493840000000002","99.6800","6.37500","6.469846931898801","3.190328065026842"
"561879","SR019T5","-","-","2024-12-03","100.10000","96.95000","97.60000","25","6.578","6.420128","97.6000","6.10000","6.829279035899248","3.25993177691"
"561880","SR020T5","-","-","2024-12-03","99.85000","98.75000","99.85000","5","0.307","0.30653949999999996","99.8500","6.40000","6.437329900678851","3.631059332965145"
"561881","FR0071","-","-","2024-12-03","109.55000","107.90000","108.20000","4","191.1","206.77020000000002","108.2000","9.00000","6.7575336834697435","3.4944913059354943"
"561882","FR0101","-","-","2024-12-03","101.45000","100.20000","100.30000","28","768.296","770.6008879999999","100.3000","6.87500","6.7914111673681665","3.6871879179187923"
"561883","FR0078","-","-","2024-12-03","106.75000","105.34000","106.00000","9","173.1","183.486","106.0000","8.25000","6.668067552276745","3.698127341951523"
"561884","OPPM01CCN4","idA+","A","2024-12-03","104.94000","104.92000","104.94000","2","60","62.964","104.9400","11.00000","9.62520289563958","3.51606123223498"
"561885","INKP04CCN5","idA+","A","2024-12-03","106.20000","106.20000","106.20000","1","5","5.31","106.2000","11.00000","9.311437804583935","3.515931196363746"
"561886","BVIC03SBCN1","idBBB","BBB","2024-12-03","100.98000","100.00000","100.00000","3","9.21","9.21","100.0000","10.75000","10.747566451129707","3.544163391872142"
"561887","ORI023T6","-","-","2024-12-03","101.45000","96.55000","99.00000","21","17.18","17.0082","99.0000","6.10000","6.3511319545545595","3.8738768433782678"
"561888","OPPM01CCN5","IdA+","A","2024-12-03","106.70000","106.69000","106.70000","2","27","28.809","106.7000","11.00000","9.203637956601499","3.5950772507563125"
"561889","SR021T5","-","-","2024-12-03","100.25000","98.15000","100.25000","6","0.335","0.3358375","100.2500","6.45000","6.3852477598016835","3.9940207799777414"
"561890","SMLPPI01CN1","idA(sy)","A","2024-12-03","104.69000","100.00000","100.00000","4","42","42","100.0000","0.00000","0","4.836111111111111"
"561891","ORI024T6","-","-","2024-12-03","99.60000","96.25000","98.00000","7","0.837","0.82026","98.0000","6.35000","6.837585113160675","4.07950196378968"
"561892","ORI025T6","-","-","2024-12-03","100.50000","97.26000","98.25000","21","4.916","4.82997","98.2500","6.40000","6.802139259704272","4.269217824208712"
"561893","FR0104","-","-","2024-12-03","100.15000","96.65000","98.65000","41","1027.308","1013.439342","98.6500","6.50000","6.790988412960304","4.518360072946674"
"561894","FR0052","-","-","2024-12-03","119.00000","117.13000","117.13000","8","0.448","0.5247424","117.1300","10.50000","6.818691013950002","4.279154893780326"
"561895","FR0082","-","-","2024-12-03","103.30000","100.00000","100.60000","27","381.43","383.71858","100.6000","7.00000","6.869420788467213","4.627328548493792"
"561896","FR0087","-","-","2024-12-03","100.00000","94.60000","98.08000","42","420.104","412.03800319999993","98.0800","6.50000","6.882947185600516","4.922149945546974"
"561897","FR0085","-","-","2024-12-03","105.15000","104.70000","105.15000","2","0.2","0.21030000000000001","105.1500","7.75000","6.739212357070287","4.9623683093622715"
"561898","FR0073","-","-","2024-12-03","109.85000","109.00000","109.85000","12","246.724","271.02631399999996","109.8500","8.75000","6.834851980688573","4.94787714248802"
"561899","APAI01DCN1","idAAA","AAA","2024-12-03","105.97000","105.96000","105.97000","2","16","16.9552","105.9700","8.60000","7.4675391047013875","5.057278411457381"
"561900","PBS012","-","-","2024-12-03","110.85000","110.85000","110.85000","1","12","13.301999999999998","110.8500","8.87500","6.8833804287340765","5.224820778925065"
"561901","FR0091","-","-","2024-12-03","99.50000","93.50000","97.15000","84","85.454","83.01856099999999","97.1500","6.37500","6.8727308363161805","5.720564931066819"
"561902","SPSMFBTN06A","idAAA(sf)","AAA","2024-12-03","99.59000","99.59000","99.59000","4","0.027","0.0268893","99.5900","6.50000","6.568476315467668","5.892608414656595"
"561903","FR0074","-","-","2024-12-03","104.15000","100.25000","104.15000","3","3.159","3.2900984999999996","104.1500","7.50000","6.796392574150545","5.7088774881414635"
"561904","SMMA02BCN3","irAA","NIG","2024-12-03","100.02000","100.00000","100.02000","6","46.82","46.829364","100.0200","10.50000","10.494773557020496","5.208238884091132"
"561905","FR0096","-","-","2024-12-03","102.90000","98.90000","100.00000","28","20.85","20.85","100.0000","7.00000","6.997648753159613","6.037086659890674"
"561906","FR0065","-","-","2024-12-03","100.50000","96.25000","97.53000","49","27.367","26.6910351","97.5300","6.62500","7.016611597232987","6.33367076991121"
"561907","FR0100","-","-","2024-12-03","100.56000","97.00000","98.40000","70","2073.132","2039.961888","98.4000","6.62500","6.86038756707707","6.649650409040454"
"561908","PBS029","-","-","2024-12-03","99.10000","96.40000","96.40000","3","4.3","4.1452","96.4000","6.37500","6.904803071395479","6.7684432035845505"
"561909","FR0068","-","-","2024-12-03","110.00000","108.10000","109.55000","14","54.349","59.539329499999994","109.5500","8.37500","6.958504867431414","6.432292079931774"
"561910","FR0080","-","-","2024-12-03","105.60000","102.00000","104.05000","31","66.245","68.92792250000001","104.0500","7.50000","6.950815353270978","7.041991969654833"
"561911","FR0103","-","-","2024-12-03","100.79000","97.05000","98.64000","146","1015.149","1001.3429735999999","98.6400","6.75000","6.931685246133043","7.276620107750124"
"561912","SPSMFBTN08A","idAAA(sf)","AAA","2024-12-03","100.58000","100.08000","100.58000","2","0.007","0.0070406","100.5800","0.00000","0","0"
"561913","PBS037","-","-","2024-12-03","101.50000","99.35000","101.15000","10","1.508","1.525342","101.1500","6.87500","6.726131832285787","7.675946433055477"
"561914","FR0072","-","-","2024-12-03","110.95000","108.00000","109.56000","26","65.423","71.6774388","109.5600","8.25000","7.020391504033591","7.51500527719136"
"561915","FR0088","-","-","2024-12-03","98.75000","91.80000","93.90000","47","73.772","69.27190800000001","93.9000","6.25000","7.03035118903213","7.749845540492491"
"561916","PBS004","-","-","2024-12-03","97.50000","92.35000","94.25000","29","21.147","19.9310475","94.2500","6.10000","6.799516013125159","8.22002637252794"
"561917","FR0045","-","-","2024-12-03","124.63000","124.63000","124.63000","1","0.003","0.0037389","124.6300","9.75000","6.787183008125373","7.718251486863982"
"561918","FR0093","-","-","2024-12-03","98.50000","93.35000","95.60000","23","4.844","4.630864","95.6000","6.37500","6.901802548578095","8.256185830953552"
"561919","FR0075","-","-","2024-12-03","105.10000","102.00000","103.58000","23","76.39","79.124762","103.5800","7.50000","7.082204610489676","8.455083742338344"
"561920","FR0098","-","-","2024-12-03","104.00000","100.00000","103.00000","33","227.519","234.34457000000003","103.0000","7.12500","6.78232533483097","8.408405114704774"
"561921","FR0079","-","-","2024-12-03","112.80000","111.15000","112.35000","12","32.7","36.73845","112.3500","8.37500","6.996713730755867","8.567072015595132"
"561922","PBS034","-","-","2024-12-03","96.10000","96.10000","96.10000","1","100","96.1","96.1000","6.50000","6.929675024541296","8.907367248758273"
"561923","FR0083","-","-","2024-12-03","106.30000","102.00000","104.64000","46","228.334","238.92869760000002","104.6400","7.50000","7.000886933994116","9.106075296673058"
"561924","PBS039","-","-","2024-12-03","100.50000","98.25000","100.50000","4","1.125","1.130625","100.5000","6.62500","6.574133577933621","9.758756890397532"
"561925","SPSMFBRIS01A","idAAA(sf)(sy)","NIG","2024-12-03","100.59000","99.31000","99.81000","15","0.047","0.0469107","99.8100","7.00000","7.018923192875934","9.797442436458022"
"561926","FR0062","-","-","2024-12-03","97.75000","93.75000","95.85000","10","2.976","2.852496","95.8500","6.37500","6.784349570945482","10.156358831098721"
"561927","FR0092","-","-","2024-12-03","103.50000","98.30000","100.46000","49","96.014","96.45566439999999","100.4600","7.12500","7.078408290050965","9.623402772175478"
"561928","PBS005","-","-","2024-12-03","99.75000","96.00000","97.00000","3","0.925","0.8972500000000001","97.0000","6.75000","7.042526082470352","10.213878392564148"
"561929","FR0097","-","-","2024-12-03","103.50000","97.50000","100.90000","222","326.086","329.020774","100.9000","7.12500","7.036965851850294","9.913944974021982"
"561930","PBS028","-","-","2024-12-03","107.55000","106.65000","106.65000","3","6","6.399000000000001","106.6500","7.75000","7.143247360641518","10.706451218421918"
"561931","PBS033","-","-","2024-12-03","100.50000","95.50000","97.25000","23","2.185","2.1249125","97.2500","6.75000","6.993902510354384","10.985133898521992"
"561932","FR0076","-","-","2024-12-03","105.25000","100.00000","104.00000","39","91.08","94.72319999999999","104.0000","7.37500","7.024122793509338","11.270866221603166"
"561933","PBS038","-","-","2024-12-03","100.74000","95.70000","97.15000","113","786.575","764.1576125000001","97.1500","6.87500","7.120215112133113","11.31161579550149"
"561934","FR0089","-","-","2024-12-03","100.25000","95.50000","98.50000","74","36.168","35.625479999999996","98.5000","6.87500","6.9986925595844225","11.808619588288204"
"561935","FR0102","-","-","2024-12-03","101.20000","96.30000","98.45000","187","340.705","335.42407249999997","98.4500","6.87500","6.998890781051846","12.141258712950334"
"561936","SMPIDL02A","idA+(sy)","A","2024-12-04","100.06000","100.05000","100.06000","2","2","2.0012","100.0600","8.25000","0","0.10631266570903818"
"561937","SPN12250116","-","-","2024-12-04","99.26000","99.26000","99.26000","1","29.195","28.978957","99.2600","6.49000","0","0.11316556303857095"
"561938","LPPI01BCN1","idA","A","2024-12-04","99.25000","99.15000","99.25000","3","128","127.04","99.2500","9.25000","0","0.1394218807196704"
"561939","SPNS02022025","-","-","2024-12-04","98.96000","98.96000","98.96000","1","69","68.2824","98.9600","0.00000","0","0.15786060939962485"
"561940","SMMF02BCN3","irA+","NIG","2024-12-04","101.55000","101.55000","101.55000","1","23.5","23.86425","101.5500","9.00000","0","0.17765555266968494"
"561941","SPN12250213","-","-","2024-12-04","98.79000","98.79000","98.79000","1","50","49.395","98.7900","0.00000","0","0.18689947336515228"
"561942","ORI021","-","-","2024-12-04","100.80000","97.95000","100.00000","63","115.685","115.685","100.0000","4.90000","0","0.19369319806308558"
"561943","MEDC03BCN3","idAA-","AA","2024-12-04","100.48000","100.47000","100.48000","8","300","301.44","100.4800","9.30000","0","0.20749668933309776"
"561944","BBRI02BCN4","idAAA","AAA","2024-12-04","100.11000","100.10000","100.11000","3","99.02","99.128922","100.1100","6.90000","0","0.21053980017496465"
"561945","SPNS03032025","-","-","2024-12-04","98.43000","98.43000","98.43000","1","96.26","94.74871800000001","98.4300","6.78600","0","0.2378813059934974"
"561946","SR016","-","-","2024-12-04","100.38000","98.55000","99.90000","30","81.675","81.59332500000001","99.9000","4.95000","0","0.25838355663499224"
"561947","IMFI04BCN3","idAA-","AA","2024-12-04","99.84000","98.83000","99.84000","4","6.1","6.09024","99.8400","6.50000","0","0.29908133833657097"
"561948","OPPM02B","idA+","A","2024-12-04","100.49000","100.47000","100.49000","2","20","20.098","100.4900","9.00000","0","0.31096280449733527"
"561949","SPNS01042025","-","-","2024-12-04","97.94000","97.94000","97.94000","1","21","20.5674","97.9400","6.92500","0","0.31374326588786877"
"561950","WOMF04BCN2","AA(idn)","AA","2024-12-04","99.77000","99.75000","99.77000","2","2","1.9953999999999998","99.7700","6.30000","0","0.3347272980272381"
"561951","LPPI01BCN2","idA","A","2024-12-04","101.56000","99.40000","99.50000","5","258","256.71","99.5000","9.50000","0","0.36756532255655827"
"561952","FR0081","-","-","2024-12-04","101.10000","96.80000","99.91000","118","83.636","83.56072759999999","99.9100","6.50000","0","0.49770581824115556"
"561953","SIBMTR04ACN2","idA+(sy)","A","2024-12-04","101.07000","101.06000","101.07000","2","12","12.1284","101.0700","8.75000","0","0.5497926361797705"
"561954","PIDL02B25","idA+","A","2024-12-04","101.73000","101.15000","101.25000","5","164","166.05","101.2500","10.25000","0","0.5808875920895843"
"561955","SMPIDL01B25","idA+(sy)","A","2024-12-04","101.92000","101.90000","101.92000","2","3","3.0576","101.9200","10.25000","0","0.5825625854932054"
"561956","SMPPGD03ACN1","IdAAA(sy)","A","2024-12-04","100.02000","100.00000","100.02000","2","3","3.0006","100.0200","0.00000","0","0"
"561957","SWCNAF01ACN1","AA+(idn)","AA","2024-12-04","100.04000","100.03000","100.04000","2","6","6.0024","100.0400","6.80000","0","0.6024037080735041"
"561958","INKP03BCN1","idA+","A","2024-12-04","100.65000","100.55000","100.65000","4","214","215.39100000000002","100.6500","9.50000","0","0.6387038746754983"
"561959","SMINKP02BCN1","idA+(sy)","A","2024-12-04","99.49000","99.47000","99.49000","2","16.4","16.316359999999996","99.4900","9.50000","0","0.6357746147511536"
"561960","PBS036","-","-","2024-12-04","100.60000","98.25000","99.55000","58","15.072","15.004175999999998","99.5500","5.37500","0","0.665192652003593"
"561961","SIDILD01CN2","irA-","NIG","2024-12-04","101.32000","101.31000","101.32000","2","40","40.528","101.3200","10.50000","0","0.6912599061967589"
"561962","LPPI01BCN3","idA","A","2024-12-04","102.15000","102.02000","102.02000","4","40","40.808","102.0200","10.25000","0","0.7101077477491792"
"561963","MDKA03BCN3","idA+","A","2024-12-04","101.00000","99.60000","101.00000","3","101","102.01","101.0000","8.25000","0","0.7144517949723859"
"561964","SR017","-","-","2024-12-04","100.75000","97.50000","100.75000","52","44.206","44.537545","100.7500","5.90000","0","0.7330572485473793"
"561965","FR0040","-","-","2024-12-04","105.25000","102.88000","103.35000","52","68.759","71.06242649999999","103.3500","11.00000","0","0.7297803264364113"
"561966","MBMA02A","idA","A","2024-12-04","100.05000","100.04000","100.05000","2","4","4.002","100.0500","6.80000","0","0.8252063170604219"
"561967","PBS017","-","-","2024-12-04","101.00000","98.49000","101.00000","5","22.001","22.22101","101.0000","6.12500","0","0.827515923921969"
"561968","ORI022","-","-","2024-12-04","100.65000","97.95000","100.65000","30","12.409","12.4896585","100.6500","5.95000","0","0.8269080168936681"
"561969","ISAT04ACN1","idAAA","AAA","2024-12-04","100.25000","100.24000","100.25000","2","10","10.025","100.2500","7.00000","0","0.8546544000062415"
"561970","OPPM03B","idA+","A","2024-12-04","104.33000","101.85000","104.33000","7","353.5","368.80655","104.3300","10.50000","0","0.867743809307705"
"561971","SMOPPM02B","idA+(sy)","A","2024-12-04","103.07000","103.05000","103.07000","2","3","3.0921","103.0700","10.50000","0","0.8645055883700901"
"561972","BAFI03ACN2","idAAA","AAA","2024-12-04","100.06000","100.05000","100.06000","5","266","266.1596","100.0600","6.40000","6.337655350235483","0.951738146105319"
"561973","TAFS04ACN4","AAA(idn)","A","2024-12-04","100.10000","100.10000","100.10000","1","25","25.025","100.1000","6.35000","6.2463454457753125","0.9522518310410112"
"561974","MDKA04CN1","idA+","A","2024-12-04","101.92000","101.91000","101.92000","3","38","38.7296","101.9200","10.30000","8.323911985541546","0.9449485193101266"
"561975","SMINKP02BCN4","idA+(sy)","A","2024-12-04","100.98000","100.96000","100.98000","2","2","2.0196","100.9800","10.50000","9.580781255531019","1.0598909062257202"
"561976","SMMF03BCN1","irA+","NIG","2024-12-04","104.41000","104.40000","104.41000","2","10","10.440999999999999","104.4100","10.25000","6.3223540167455266","1.0983268370039678"
"561977","SR018T3","-","-","2024-12-04","101.05000","98.75000","99.00000","18","7.561","7.48539","99.0000","6.25000","7.078843578661156","1.178209470445057"
"561978","FR0086","-","-","2024-12-04","99.55000","97.15000","98.15000","47","133.141","130.67789150000002","98.1500","5.50000","6.938972962254811","1.2780624709292248"
"561979","SMMFIN01BCN3","idAAA(sy)","A","2024-12-04","103.21000","103.19000","103.21000","2","10","10.321","103.2100","0.00000","0","0"
"561980","LPPI02ACN1","idA","A","2024-12-04","105.36000","105.35000","105.36000","2","10","10.536","105.3600","10.50000","6.894196949894761","1.4342321344407372"
"561981","TRIM01BCN1","idA","A","2024-12-04","100.55000","100.54000","100.55000","3","8","8.044","100.5500","9.25000","8.871093648437549","1.4430093264059844"
"561982","SGER01BCN1","idA-","A","2024-12-04","104.77000","104.75000","104.77000","2","10","10.477","104.7700","10.75000","7.552919885060809","1.445065294754228"
"561983","SIMORA02ACN1","idA+(sy)","A","2024-12-04","105.34000","105.23000","105.25000","4","13","13.6825","105.2500","10.00000","6.531462379481091","1.4654381599677881"
"561984","ORI023T3","-","-","2024-12-04","100.50000","97.40000","99.25000","34","15.587","15.4700975","99.2500","5.90000","6.390978291213186","1.4820004342471182"
"561985","PBS032","-","-","2024-12-04","99.00000","95.95000","97.06000","316","1901.599","1845.6919894","97.0600","4.87500","6.824646344928123","1.4914923173568002"
"561986","MDKA04BCN3","idA+","A","2024-12-04","99.35000","99.34000","99.35000","2","5","4.9675","99.3500","8.00000","8.419082912305937","1.534322578311794"
"561987","WISL02B","idA","A","2024-12-04","97.51000","97.50000","97.51000","3","18","17.5518","97.5100","8.00000","9.621677001773469","1.5395181831118978"
"561988","SR019T3","-","-","2024-12-04","100.30000","97.45000","98.30000","14","5.18","5.091939999999999","98.3000","5.95000","6.982554765941656","1.622597829578301"
"561989","FR0056","-","-","2024-12-04","103.86000","102.70000","103.35000","18","94.983","98.1649305","103.3500","8.37500","6.344257650460186","1.612878270503965"
"561990","TPIA04ACN3","idAA-","AA","2024-12-04","101.00000","101.00000","101.00000","1","13","13.13","101.0000","7.00000","6.410067163427528","1.6715338966636983"
"561991","OPPM01BGNCN1","idA+","A","2024-12-04","101.68000","101.67000","101.68000","2","10","10.168000000000001","101.6800","10.50000","9.497345155230544","1.648067400898664"
"561992","ORI024T3","-","-","2024-12-04","100.15000","97.75000","98.50000","15","12.882","12.68877","98.5000","6.10000","6.966578294880178","1.7150460369502998"
"561993","PBS021","-","-","2024-12-04","104.50000","104.50000","104.50000","1","0.009","0.009404999999999998","104.5000","8.50000","6.013635513203396","1.7780255316147098"
"561994","SMOPPM01BCN2","idA+(sy)","A","2024-12-04","103.85000","103.70000","103.82000","4","100","103.82","103.8200","0.00000","0","0"
"561995","PIDL03B","idA+","A","2024-12-04","100.00000","99.00000","100.00000","4","0.4","0.4","100.0000","10.75000","10.745770757190046","1.8102251902308717"
"561996","SMPIDL02B","idA+(sy)","A","2024-12-04","104.09000","104.08000","104.09000","2","8","8.3272","104.0900","10.75000","8.579259995280035","1.8253569026903191"
"561997","PBS003","-","-","2024-12-04","100.25000","97.95000","99.50000","13","0.273","0.271635","99.5000","6.00000","6.25197193521522","1.9124218927109824"
"561998","SIMORA02ACN2","idA+(sy)","A","2024-12-04","106.51000","101.50000","106.51000","2","10","10.651000000000002","106.5100","10.00000","6.673888131631724","1.8859054301792466"
"561999","ORI025T3","-","-","2024-12-04","101.95000","97.50000","99.95000","26","8.986","8.981507","99.9500","6.25000","6.268993436474313","1.9889946206029794"
"562000","SR020T3","-","-","2024-12-04","99.70000","96.75000","99.70000","16","3.317","3.307049","99.7000","6.30000","6.438465324611648","2.050803111120831"
"562001","MBMA01B","idA","A","2024-12-04","100.46000","100.45000","100.46000","2","6","6.0276","100.4600","9.25000","9.026212260328895","2.0455735057578095"
"562002","INKP04BCN4","idA+","A","2024-12-04","104.10000","100.23000","104.10000","4","0.87","0.90567","104.1000","10.25000","8.296408536051558","2.034687397093424"
"562003","FR0090","-","-","2024-12-04","97.70000","95.65000","96.80000","44","33.333","32.266344","96.8000","5.12500","6.6062295416862815","2.1667613980308644"
"562004","MDKA03BCN2","idA+","A","2024-12-04","100.97000","100.95000","100.97000","2","80","80.77600000000001","100.9700","9.25000","8.794455505102091","2.1154090978334255"
"562005","FR0059","-","-","2024-12-04","101.95000","100.10000","101.15000","44","290.514","293.854911","101.1500","7.00000","6.481979220946049","2.213421619255658"
"562006","IJEE01B","idA-","A","2024-12-04","102.37000","100.00000","100.80000","7","35","35.28","100.8000","12.30000","11.931009042299108","2.1456495163590303"
"562007","LTLS04CN1","idA","A","2024-12-04","101.71000","101.70000","101.71000","2","10","10.171","101.7100","8.75000","8.008565113920014","2.2647685655244603"
"562008","HIFI03B","AA+(idn)","AA","2024-12-04","100.15000","100.05000","100.05000","3","20","20.01","100.0500","7.25000","7.227061705731535","2.3122518512595027"
"562009","WISL03B","idA","A","2024-12-04","105.61000","105.60000","105.61000","2","10","10.561","105.6100","8.75000","6.378037351462422","2.28300120303832"
"562010","SMAR04CCN1","idAA-","AA","2024-12-04","100.97000","100.96000","100.97000","2","4","4.0388","100.9700","8.00000","7.581970742902391","2.2926634001524424"
"562011","BSIM01SBCN1","irA","NIG","2024-12-04","88.98000","88.96000","88.98000","2","44","39.1512","88.9800","6.50000","11.468467864644042","2.3022247571455083"
"562012","PJAA03ACN1","IdA+","A","2024-12-04","104.42000","104.40000","104.42000","2","10","10.442","104.4200","8.50000","6.631629037964106","2.2975186236785117"
"562013","BBTN03DCN1","AA(idn)","AA","2024-12-04","103.81000","103.80000","103.81000","2","2","2.0762","103.8100","8.90000","7.2809015580605765","2.2926502610533244"
"562014","PIDL02C27","idA+","A","2024-12-04","109.91000","109.90000","109.91000","2","10","10.991","109.9100","11.00000","6.822011086704248","2.2523107797584614"
"562015","FR0042","-","-","2024-12-04","108.61000","108.61000","108.61000","1","0.001","0.0010861","108.6100","10.25000","6.603728730705454","2.2161143511787094"
"562016","FIFA06BCN4","idAAA","AAA","2024-12-04","101.25000","101.25000","101.25000","1","0.5","0.50625","101.2500","6.90000","6.4014563387095285","2.453888183976007"
"562017","SR021T3","-","-","2024-12-04","102.03000","98.03000","100.25000","15","3.348","3.35637","100.2500","6.35000","6.245304221794683","2.4669823053496693"
"562018","INKP05ACN1","idA+","A","2024-12-04","101.42000","101.40000","101.42000","2","10","10.142000000000001","101.4200","10.25000","9.668276900148584","2.3989729909942934"
"562019","MBMA02B","idA","A","2024-12-04","101.00000","100.50000","101.00000","4","12","12.12","101.0000","9.00000","8.597700446661449","2.4560757634339994"
"562020","ISAT04BCN1","idAAA","AAA","2024-12-04","101.75000","101.75000","101.75000","1","5","5.0875","101.7500","7.70000","7.02499494656099","2.5598699757814476"
"562021","OPPM01BCN6","idA+","A","2024-12-04","101.76000","101.75000","101.76000","2","10","10.176","101.7600","10.25000","9.551341505803023","2.492563573261266"
"562022","TBIG06BCN4","AA+(idn)","AA","2024-12-04","100.00000","100.00000","100.00000","1","10","10","100.0000","6.75000","6.749942549895062","2.6925647595775972"
"562023","FR0047","-","-","2024-12-04","112.22000","112.22000","112.22000","2","0.036","0.040399199999999996","112.2200","10.00000","5.756340356721225","2.690863509826126"
"562024","SR018T5","-","-","2024-12-04","100.45000","98.05000","98.05000","9","3.983","3.9053315","98.0500","6.40000","7.074468745660591","2.851229970969293"
"562025","FR0064","-","-","2024-12-04","99.90000","97.65000","98.70000","36","51.318","50.65086599999999","98.7000","6.12500","6.550864236666359","3.0483201207637904"
"562026","LPPI02BCN1","idA","A","2024-12-04","105.67000","105.65000","105.67000","2","10","10.567","105.6700","11.00000","9.124811708653938","2.9107773009712425"
"562027","PBS030","-","-","2024-12-04","98.30000","96.95000","97.10000","17","1162.4","1128.6904000000002","97.1000","5.87500","6.790629268438722","3.1232550035816016"
"562028","FR0095","-","-","2024-12-04","100.55000","98.55000","99.50000","20","9.964","9.91418","99.5000","6.37500","6.525562812101689","3.186379951215144"
"562029","INKP04CCN2","idA+","A","2024-12-04","110.12000","110.10000","110.12000","2","10","11.012","110.1200","10.75000","7.604038944442065","3.086062344463238"
"562030","SR019T5","-","-","2024-12-04","100.10000","96.50000","99.35000","13","3.756","3.7315859999999996","99.3500","6.10000","6.293024944832132","3.2700034879659667"
"562031","OPPM01CCN1","idA+","A","2024-12-04","106.47000","106.45000","106.47000","2","10","10.647","106.4700","11.00000","8.99326907017079","3.1018239958834832"
"562032","PPLN03DCN3","idAAA","AAA","2024-12-04","109.75000","109.60000","109.72000","10","80","87.77600000000001","109.7200","9.60000","6.917268299251098","3.4762729660328477"
"562033","SR020T5","-","-","2024-12-04","99.85000","97.25000","99.85000","7","4.165","4.1587525","99.8500","6.40000","6.437345715957108","3.6283825816240385"
"562034","FR0071","-","-","2024-12-04","109.50000","107.50000","109.10000","10","53.496","58.364136","109.1000","9.00000","6.523608618712467","3.4990353063223627"
"562035","SMMA03CN1","irAA","NIG","2024-12-04","112.76000","112.75000","112.76000","2","10","11.276000000000002","112.7600","10.00000","6.591478900154482","3.5146846006965506"
"562036","FR0101","-","-","2024-12-04","102.50000","98.70000","102.22000","70","2673.905","2733.265691","102.2200","6.87500","6.282506775288692","3.6997805810982785"
"562037","FR0078","-","-","2024-12-04","107.00000","104.65000","105.95000","15","33.095","35.0641525","105.9500","8.25000","6.679891788731056","3.695084748502568"
"562038","IJEE01C","idA-","A","2024-12-04","107.32000","107.30000","107.32000","2","10","10.731999999999998","107.3200","12.80000","10.75354035383365","3.418549697832994"
"562039","BVIC03SBCN1","idBBB","BBB","2024-12-04","98.77000","98.75000","98.77000","2","10","9.876999999999999","98.7700","10.75000","11.09216223190149","3.5313995259390984"
"562040","ORI023T6","-","-","2024-12-04","100.45000","96.00000","96.80000","28","19.224","18.608832","96.8000","6.10000","6.919592617097497","3.8519061684457294"
"562041","ISAT03DCN2","idAAA","AAA","2024-12-04","110.91000","110.90000","110.90000","2","20","22.18","110.9000","10.00000","7.211643390303448","3.712925713854512"
"562042","SR021T5","-","-","2024-12-04","100.70000","100.25000","100.25000","6","3.43","3.438575","100.2500","6.45000","6.385210884582439","3.991345108616064"
"562043","PBSG001","-","-","2024-12-04","100.50000","100.30000","100.40000","7","140","140.56","100.4000","6.62500","6.522995882519581","3.987574306032124"
"562044","INKP05BCN1","idA+","A","2024-12-04","105.46000","105.45000","105.46000","2","10","10.546","105.4600","10.75000","9.331802887044505","3.7125743793318544"
"562045","SMINKP04BCN1","idA+(sy)","A","2024-12-04","103.97000","103.96000","103.97000","2","10","10.397","103.9700","0.00000","0","0"
"562046","SMLPPI01CN1","idA(sy)","A","2024-12-04","104.71000","100.00000","100.00000","5","112","112","100.0000","0.00000","0","4.833333333333333"
"562047","ORI024T6","-","-","2024-12-04","99.60000","96.45000","99.60000","9","0.852","0.8485919999999999","99.6000","6.35000","6.444699051405524","4.090768865274744"
"562048","OPPM01CCN6","idA+","A","2024-12-04","99.92000","99.90000","99.92000","2","20","19.984","99.9200","10.75000","10.7692002477212","3.758184995787661"
"562049","ORI025T6","-","-","2024-12-04","101.15000","97.35000","97.50000","16","2.329","2.270775","97.5000","6.40000","6.9786090441654665","4.259298745318941"
"562050","FR0104","-","-","2024-12-04","99.95000","97.50000","99.00000","32","818.919","810.72981","99.0000","6.50000","6.714684128566723","4.519425405626545"
"562051","FR0052","-","-","2024-12-04","119.60000","116.75000","116.75000","4","1.148","1.34029","116.7500","10.50000","6.891418846235582","4.272701707690826"
"562052","FR0082","-","-","2024-12-04","102.55000","99.19000","100.51000","31","96.139","96.6293089","100.5100","7.00000","6.888423599334626","4.623710252218301"
"562053","FR0087","-","-","2024-12-04","100.10000","96.40000","97.91000","45","189.039","185.08808489999998","97.9100","6.50000","6.917674429972067","4.917545597270962"
"562054","FR0073","-","-","2024-12-04","110.00000","109.00000","109.85000","15","89.99","98.85401499999998","109.8500","8.75000","6.834174696304175","4.945247290786604"
"562055","FR0054","-","-","2024-12-04","115.00000","115.00000","115.00000","1","0.003","0.0034500000000000004","115.0000","9.50000","6.656802422040685","4.858253481371259"
"562056","FR0091","-","-","2024-12-04","100.00000","93.75000","96.85000","64","36.817","35.6572645","96.8500","6.37500","6.926477265372109","5.713822939787436"
"562057","FR0058","-","-","2024-12-04","109.50000","107.30000","107.30000","2","0.18","0.19314","107.3000","8.25000","6.98614829630328","5.43314245491626"
